FID,ID_RAGIONE,RAGIONE_SO,INDIRIZZO_,ID_STRUTTU,DENOMINAZI,SITOWEB,NUMERO_STA,NUMERO_LET,SUB_COD_VI,CIVICO,LETTERA,ZONA_IDS,PERCENTUAL,TIPO_STRUT,TIPOLOGIA_,NUM_STELLE,TIPO,CLASSIFICA,INDIRIZZO,CODICE_VIA,SUB_CODICE,COD_ISOLAT,COD_LOCALI,COD_QUARTI,COD_MUNICI,COD_ZONA,TELEFONO,ESRI_OID,x,y
4764,1004713,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,796,MARGHERITA HOUSE VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,7070,2994,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"DORSODURO,2994",7070,60840,270421060,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9065,12.3236633646967,45.4347887007005
4123,1004615,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,554,CASA CONCORDIA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,363,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,363",16000,44320,270420006,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9878,12.3392409590966,45.4351404925285
164,1004663,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,8600,CASA SANTA DOROTEA - OSTELLO DELLA GIOVENTU',PUBBLICAZIONE DATO NON AUTORIZZATA,16,17,2780,2927,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,3,L,3 LEONI,"CANNAREGIO,2927/A",2780,56320,270420510,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1456,12.3259558268289,45.4459992211047
4461,1004991,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2504,HOUSE 5286,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,3190,5286,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,5286",3190,32680,270420198,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,8877,12.3402020937496,45.4363017434279
5125,1005267,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2271,CA' BARBARIA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,3190,6662,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CASTELLO,6662",3190,30780,270420219,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9663,12.3443032398953,45.4385816607958
3482,1005386,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009288,CORTE CANAL 2,PUBBLICAZIONE DATO NON AUTORIZZATA,0,11,15610,647,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,647",15610,75430,270420967,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4349,12.3239266038173,45.4392474610014
3087,1001811,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2887,APPARTAMENTI VENEZIA.COM,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,16210,919,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN POLO,919",16210,73760,270420805,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3655,12.3325476036364,45.4386462943116
874,1010608,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010612,LA LOCANDIERA 1,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,3190,4432,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CASTELLO,4432",3190,36310,270420254,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,74,12.341334842809,45.4357965885834
2935,1014318,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1014332,ALLOGGI MARINELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,9,15610,345,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SANTA CROCE,345",15610,77100,270420998,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3388,12.3190552155998,45.4362917764273
18,1005618,ABBAZIA DE LUXE SRL,segreteria@abbaziahotel.com,9164,ABBAZIA DE LUXE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,2780,61,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,4,L,4 LEONI,"CANNAREGIO,61",2780,55690,270420467,0270425009,1,1,1,0412750254,1226,12.3224633858916,45.441558807307
373,1011527,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1012417,CORALLO,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,2780,5313,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,5313",2780,52950,270420720,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1792,12.3401398136768,45.4413909046724
4701,1008333,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009277,B&B TRIBUTI,PUBBLICAZIONE DATO NON AUTORIZZATA,0,0,16000,4030,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,5,L,5 LEONI,"SAN MARCO,4030",16000,44710,270420097,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9442,12.3343863462312,45.4356749281367
4641,1005064,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2236,CA' SANT'ANGELO,PUBBLICAZIONE DATO NON AUTORIZZATA,4,9,16000,3569,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,3569",16000,41530,270420105,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9409,12.3324840853503,45.4340089178658
1847,1005287,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2858,CA SODERINI,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,3190,3611,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"CASTELLO,3611",3190,30380,270420262,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2908,12.3464592955376,45.4348108796261
1793,1004500,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,888,ZENDER SILVANA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,7070,1268,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"DORSODURO,1268",7070,61260,270421082,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2823,12.3264499699083,45.4326714094798
2340,1004954,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,354,DO FRADEI,PUBBLICAZIONE DATO NON AUTORIZZATA,4,7,2780,1521,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,1521",2780,56370,270420479,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5184,12.3263839659856,45.4436948984983
2237,1004921,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1353,RESIDENCE ALLE ANTICHE FIGURE,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,15610,587,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SANTA CROCE,587",15610,78180,270420970,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5002,12.3225938964816,45.4396775715294
1404,1004946,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1322,ALLOGGI AI MORI D'ORIENTE 4,PUBBLICAZIONE DATO NON AUTORIZZATA,6,11,2780,3317,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CANNAREGIO,3317",2780,53490,270420544,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,866,12.3302534702221,45.4461994805914
3565,1004649,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1789,SAN MARCO PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,26,106,16000,875,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"SAN MARCO,875",16000,45180,270420016,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4498,12.3380144312402,45.4347639502218
4647,1015484,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1016157,PICCOLO TIEPOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,7,3190,4346,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CASTELLO,4346",3190,35840,270420254,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9010,12.3412374907103,45.4352753318417
1993,1015402,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1016163,APPARTAMENTI RASSE   CASANOVA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,3190,4530,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,4530",3190,35580,270420257,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3159,12.3418053689919,45.4348175648844
2480,1004921,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1351,FIGURE 1,PUBBLICAZIONE DATO NON AUTORIZZATA,5,11,15610,688,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SANTA CROCE,688",15610,77520,270420974,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6152,12.3221521540437,45.4402469043119
227,1004835,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,298,ALLOGGI 191 STEFANI LUCIA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,9,2780,191,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,191/A",2780,57020,270420470,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1562,12.3241991222646,45.4424232883114
4753,1004961,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1062,ALLOGGI OLIMPIA 2,PUBBLICAZIONE DATO NON AUTORIZZATA,3,4,15610,394,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SANTA CROCE,394",15610,75360,270420999,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9469,12.3193864613693,45.4369047549819
5179,1005053,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1251,CA MARIA ADELE,PUBBLICAZIONE DATO NON AUTORIZZATA,14,36,7070,111,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"DORSODURO,111",7070,61200,270421147,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9266,12.3342304209528,45.4302439725326
631,1005409,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010186,CA' FORTUNY 3,PUBBLICAZIONE DATO NON AUTORIZZATA,5,11,16000,3752,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,3752",16000,42750,270420087,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2226,12.3324323119782,45.4349467788095
2125,1005540,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,6549,B&B NINA,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,2780,3747,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,4,L,4 LEONI,"CANNAREGIO,3747",2780,55580,270420626,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4782,12.3348047093424,45.4426737956059
10,1001743,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,109,ABITATIVA TURISTICA VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,17,36,2780,539,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,539",2780,50290,270420462,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1216,12.3209862299216,45.4437446885362
3456,1004830,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7782,MAZZONI 47,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,2780,96,T,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CANNAREGIO,96/T",2780,55700,270420455,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4301,12.3199806520796,45.4430621284302
3791,1000467,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,801,B&B ALE E GIULIA,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,2780,522,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CANNAREGIO,522",2780,51460,270420462,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5630,12.3220943272014,45.4441999372836
4326,1004990,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3682,GONDOLA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,580,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,580",16000,42520,270420149,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6749,12.3379095305943,45.4361085594854
5165,1004914,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1066,ALLOGGI ARLECCHINO,PUBBLICAZIONE DATO NON AUTORIZZATA,4,5,15610,387,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SANTA CROCE,387",15610,75300,270420994,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9259,12.3197251677541,45.4368034917577
1870,1005040,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011193,CA' POZZO 3,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,2780,1279,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CANNAREGIO,1279",2780,55520,270420478,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2949,12.3257514930543,45.4442766666206
119,1005180,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2012,APPARTAMENTO CANNAREGIO 1416,PUBBLICAZIONE DATO NON AUTORIZZATA,2,2,2780,1416,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CANNAREGIO,1416",2780,52480,270420522,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1384,12.3287386330793,45.4443404628306
4719,1005645,SNAILVENICE S.R.L.S,snailvenicenew@gmail.com,12449,ALLOGGI ALLA SCALA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16000,4306,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,4306",16000,41410,270420131,0270425001,1,1,1,3496808363,9451,12.3346930597222,45.4347415827942
5243,1005738,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3436,CA' DOGE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,15610,467,E,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SANTA CROCE,467/E",15610,77700,270420987,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9298,12.317601163004,45.4376338754504
3082,1004991,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1923,RELAIS VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,3190,5285,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CASTELLO,5285",3190,31160,270420198,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3647,12.3400729417449,45.4362999045884
3437,1009850,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009851,ALADINO B&B,PUBBLICAZIONE DATO NON AUTORIZZATA,3,4,15610,693,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SANTA CROCE,693",15610,75650,270420974,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4265,12.3225475837472,45.4401531456377
806,1004557,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3371,APPARTAMENTO ANNALISA,PUBBLICAZIONE DATO NON AUTORIZZATA,4,4,16210,2304,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN POLO,2304/A",16210,73250,270420881,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12.3282696976581,45.4388027136463
875,1005521,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,6793,LA LOCANDIERA 1,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,3190,4432,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CASTELLO,4432",3190,36310,270420254,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,75,12.341334842809,45.4357965885834
1539,1005253,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,166,CA' GOTTARDI 2,PUBBLICAZIONE DATO NON AUTORIZZATA,5,8,2780,2283,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,2283",2780,56580,270420598,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1085,12.3325936510858,45.4421797933849
5080,1004961,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1064,ALLOGGI OLIMPIA 1,PUBBLICAZIONE DATO NON AUTORIZZATA,4,9,15610,368,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SANTA CROCE,368",15610,77100,270420999,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9215,12.3192432550044,45.4364098344881
3955,1000542,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,5911,LE DUE CORONE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,16000,203,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SAN MARCO,203",16000,40340,270420002,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5938,12.3382947841207,45.4349681003848
1739,1004796,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1832,ALLOGGI GARLATO MARIA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,15610,684,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SANTA CROCE,684",15610,78180,270420974,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2736,12.3221758004856,45.4400588559962
4997,1005697,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2114,CASA DEI PITTORI CA' TIEPOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,15610,1032,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,1032/A",15610,76990,270420955,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9174,12.327084470294,45.4392213689606
2535,1015566,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1017413,GONDOLA APARTMENT,PUBBLICAZIONE DATO NON AUTORIZZATA,1,3,3190,5314,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,5314",3190,30050,270420200,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6207,12.3398174551853,45.4361204607639
1848,1005612,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,8870,CA 'ISIDORO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,3190,3376,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CASTELLO,3376/A",3190,33190,270420224,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2909,12.3455080894135,45.43619874556
4404,1005369,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4859,B&B FORTUNY HOUSE,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,3484,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,4,L,4 LEONI,"SAN MARCO,3484",16000,42440,270420084,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6884,12.3303063916412,45.4349088899858
2435,1016347,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1016354,B&B SAN SILVESTRO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,16210,1082,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SAN POLO,1082",16210,71660,270420826,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6079,12.3327101620408,45.4375810419036
4447,1005280,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,11815,BEST HOLIDAYS VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,10,16210,1615,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN POLO,1615",16210,72670,270420811,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6986,12.3331359631568,45.4395695991713
4496,1005517,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7992,CA' RIZA,PUBBLICAZIONE DATO NON AUTORIZZATA,5,11,15610,88,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SANTA CROCE,88",15610,76200,270420976,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,8912,12.3236829188204,45.4365907035601
2406,1013213,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013222,CASA MORO 4,PUBBLICAZIONE DATO NON AUTORIZZATA,0,0,16000,2331,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,2331",16000,43001,270420040,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6028,12.3338469914194,45.4322966928059
228,1015745,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1015822,ALLOGGI LUCIA STEFANI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,6,9,2780,191,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,191/A",2780,57020,270420470,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1563,12.3241991222646,45.4424232883114
