FID,ID_RAGIONE,RAGIONE_SO,INDIRIZZO_,ID_STRUTTU,DENOMINAZI,SITOWEB,NUMERO_STA,NUMERO_LET,SUB_COD_VI,CIVICO,LETTERA,ZONA_IDS,PERCENTUAL,TIPO_STRUT,TIPOLOGIA_,NUM_STELLE,TIPO,CLASSIFICA,INDIRIZZO,CODICE_VIA,SUB_CODICE,COD_ISOLAT,COD_LOCALI,COD_QUARTI,COD_MUNICI,COD_ZONA,TELEFONO,ESRI_OID,x,y
4418,1016561,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1016602,HOTEL GIUDECCA,PUBBLICAZIONE DATO NON AUTORIZZATA,30,52,8750,409,C,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"GIUDECCA (VENEZIA),409/C",8750,62050,270421200,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6910,12.3267139516349,45.4250613713467
2660,1013671,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013672,HOTEL BAUER PALLADIO,PUBBLICAZIONE DATO NON AUTORIZZATA,50,100,8750,32,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE,"GIUDECCA (VENEZIA),32",8750,66920,270421225,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6332,12.3392148376397,45.4270892461258
1378,1004954,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2651,ARCADIA,PUBBLICAZIONE DATO NON AUTORIZZATA,17,37,2780,1333,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,1333",2780,56370,270420478,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,817,12.3264839282939,45.4437510159973
247,1015154,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1015429,HOTEL UNIVERSO & NORD,PUBBLICAZIONE DATO NON AUTORIZZATA,60,115,2780,121,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,121",2780,53430,270420465,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1588,12.322818954193,45.441752488554
3001,1005028,VDV SRL,info@venicecertosahotel.com,1008579,VENICE CERTOSA HOTEL,PUBBLICAZIONE DATO NON AUTORIZZATA,18,25,3490,1,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"ISOLA LA CERTOSA,1",3490,3490,270421599,0270425026,5,1,1,0415208588,3507,12.3710057121208,45.433107229608
1708,1004915,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1664,VIKTORIA PALACE HOTEL,PUBBLICAZIONE DATO NON AUTORIZZATA,29,66,16180,50,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"RIVIERA SAN NICOLO',50",16180,16180,270421249,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,2687,12.3821798403005,45.42999379007
5074,1004971,HOTEL AGLI ALBORETTI - TARA S.R.L.,info@aglialboretti.com,1342,HOTEL AGLI ALBORETTI,PUBBLICAZIONE DATO NON AUTORIZZATA,22,44,7070,884,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"DORSODURO,884",7070,62390,270421116,0270425016,2,1,1,0415230058,9212,12.3283381462226,45.4306031821307
3414,1004826,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,8931,HOTEL LUX,PUBBLICAZIONE DATO NON AUTORIZZATA,17,25,3190,4541,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,4541",3190,34420,270420257,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4225,12.3416282761763,45.4343802210015
2086,1005818,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,12670,HOTEL BELLINI,PUBBLICAZIONE DATO NON AUTORIZZATA,100,207,2780,116,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CANNAREGIO,116",2780,56780,270420465,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4718,12.3226090107442,45.4415132120358
4124,1004680,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4261,HOTEL SANTA CHIARA SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,39,76,15610,548,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"SANTA CROCE,548",15610,77380,270420991,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9879,12.319460251928,45.4383253321939
305,1005265,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2649,HOTEL IL MORO DI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,27,52,2780,152,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"CANNAREGIO,152",2780,53430,270420468,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1683,12.3233308415218,45.4421217632029
2495,1004617,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1443,HOTEL SATURNIA & INTERNATIONAL,PUBBLICAZIONE DATO NON AUTORIZZATA,87,187,16000,2398,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"SAN MARCO,2398",16000,45360,270420032,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6167,12.3341925984142,45.4328711265298
3677,1005776,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3117,HOTEL PALAZZINA G,PUBBLICAZIONE DATO NON AUTORIZZATA,16,32,16000,3247,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE,"SAN MARCO,3247",16000,42220,270420073,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5420,12.328198227256,45.4340396167361
3113,1005255,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3020,HOTEL PALAZZO SANT'ANTONIN,PUBBLICAZIONE DATO NON AUTORIZZATA,13,24,3190,3299,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,3299",3190,32740,270420276,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3702,12.3461951412312,45.4358348647964
2627,1013671,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013674,CONVENTINO DIPENDENZA HOTEL BAUER,PUBBLICAZIONE DATO NON AUTORIZZATA,20,42,8750,54,R,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE,"GIUDECCA (VENEZIA),54/R",8750,60190,270421225,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6299,12.3392986407888,45.4256235771429
1988,1017189,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1017191,SAN CLEMENTE PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,197,394,15590,1,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE SUPERIOR,"ISOLA SAN CLEMENTE,1",15590,15590,270420444,0270425007,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3148,12.3350297549587,45.4120380976738
4642,1004748,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1652,HOTEL CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,17,26,15610,553,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SANTA CROCE,553",15610,77530,270420975,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9410,12.3210775001974,45.4393135947333
265,1005620,ALBERGO SANTA LUCIA,info@hotelslucia.com,9106,ALBERGO SANTA LUCIA,PUBBLICAZIONE DATO NON AUTORIZZATA,13,24,2780,358,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"CANNAREGIO,358",2780,54280,270420468,0270425009,1,1,1,041715180,1617,12.3224030048233,45.4427393340016
3863,1005802,MAISON VENEZIA SRL,info@hotelmaisonducal.com,11348,HOTEL MAISON DUCAL,PUBBLICAZIONE DATO NON AUTORIZZATA,8,19,3190,4588,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,4588",3190,35580,270420258,0270425002,1,1,1,0415211397,5757,12.3418042993543,45.4344855672983
5143,1005813,VENETO HOTELS SRL,manager.hpc@h10hotels.com,10335,H10 PALAZZO CANOVA,PUBBLICAZIONE DATO NON AUTORIZZATA,61,146,16210,743,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"SAN POLO,743",16210,74040,270420780,0270425013,2,1,1,0415200172,9671,12.3344051604841,45.437448778156
3809,1004775,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4043,HOTEL LOCANDA VIVALDI,PUBBLICAZIONE DATO NON AUTORIZZATA,27,53,3190,4150,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"CASTELLO,4150",3190,37090,270420263,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5664,12.3447057658117,45.43403297655
889,1005768,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3031,ST. REGIS VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,185,351,16000,2159,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE,"SAN MARCO,2159",16000,40560,270420035,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,89,12.3354122716313,45.4323672918908
5160,1005290,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2793,PALAZZETTO MADONNA,PUBBLICAZIONE DATO NON AUTORIZZATA,15,32,16210,2902,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"SAN POLO,2902",16210,71310,270420847,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9679,12.3269168056823,45.4356313119325
2618,1005026,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1920,ALBERGO MARIN,PUBBLICAZIONE DATO NON AUTORIZZATA,17,33,15610,670,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"SANTA CROCE,670",15610,78170,270420971,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6290,12.3226586101448,45.4395847606027
5180,1004735,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1533,LOCANDA AL RASPO DE UA S.R.L.,PUBBLICAZIONE DATO NON AUTORIZZATA,7,10,16110,560,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"VIA BALDASSARRE GALUPPI,560",16110,8389,270421640,0270425032,6,1,2,PUBBLICAZIONE DATO NON AUTORIZZATA,9689,12.4174258848663,45.4856726146438
4562,1005316,MEGEZIA SRL,amministrazione@lacalcina.com,2672,PENSIONE CALCINA,PUBBLICAZIONE DATO NON AUTORIZZATA,29,49,7070,780,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"DORSODURO,780",7070,66880,270421118,0270425016,2,1,1,0415206466,9370,12.3285679203325,45.4289817429317
136,1004934,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009925,HOTEL SAN GEREMIA,PUBBLICAZIONE DATO NON AUTORIZZATA,19,24,2780,290,A,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"CANNAREGIO,290/A",2780,56210,270420468,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1411,12.324620553939,45.4431869581394
1914,1005822,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1008580,JW MARRIOTT VENICE RESORTS & SPA,PUBBLICAZIONE DATO NON AUTORIZZATA,207,414,16430,1,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE SUPERIOR,"ISOLA SACCA SESSOLA,1",16430,16430,270420443,0270425006,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3023,12.3217428820294,45.4064536035871
2114,1008685,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009169,HOTEL PETIT PALAIS,PUBBLICAZIONE DATO NON AUTORIZZATA,31,61,10610,54,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"LUNGOMARE GUGLIELMO MARCONI,54",10610,10610,270421366,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,4767,12.3644067054293,45.4020964857655
1622,1013913,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013963,HOTEL CRISTALLO,PUBBLICAZIONE DATO NON AUTORIZZATA,24,47,16070,51,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"GRANVIALE SANTA MARIA ELISABETTA,51",16070,16070,270421283,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,2555,12.3719890453568,45.4161174127654
491,1011704,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1012729,CA'SAGREDO VENEZIA SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,42,84,8750,753,C,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE SUPERIOR,"GIUDECCA (VENEZIA),753/C",8750,64460,270421184,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1994,12.3195590067795,45.4268512510238
5166,1005184,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1688,LOCANDA SILVA,PUBBLICAZIONE DATO NON AUTORIZZATA,23,46,3190,4423,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"CASTELLO,4423",3190,35670,270420253,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9682,12.3407347806321,45.4362979738171
1828,1009820,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009950,HOTEL LEONE,PUBBLICAZIONE DATO NON AUTORIZZATA,0,0,2780,1250,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,1250",2780,51030,270420478,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2873,12.3251352845859,45.4440454569063
1187,1006291,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009165,HOTEL GIARDINETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,13,24,16040,3,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"PIAZZALE SANTA MARIA ELISABETTA,3",16040,16040,270421277,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,476,12.3691531661937,45.4176812596017
431,1011548,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011743,HOTEL RIVIERA,PUBBLICAZIONE DATO NON AUTORIZZATA,58,99,16070,5,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"GRANVIALE SANTA MARIA ELISABETTA,5",16070,16070,270421277,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,1891,12.3685981708157,45.4170711995366
2544,1004810,ALBERGO DOGE S.R.L.,hoteldoge@libero.it,1699,ALBERGO DOGE,PUBBLICAZIONE DATO NON AUTORIZZATA,7,14,15610,1222,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SANTA CROCE,1222",15610,75190,270420959,0270425014,2,1,1,0412448752,6216,12.3253655385196,45.440965807641
1951,1005220,FOSCARI PALACE S.R.L.,dante@hotelbellearti.com,608,HOTEL FOSCARI PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,23,46,2780,4200,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CANNAREGIO,4200",2780,56650,270420687,0270425009,1,1,1,0415297611,3088,12.3346106110505,45.4405107200574
1204,1005457,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,6143,HOTEL VILLA PARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,22,40,15170,1,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"VIA RODI,1",15170,15170,270421344,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,502,12.3645653702375,45.4077880091579
2292,1004961,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1063,HOTEL OLIMPIA,PUBBLICAZIONE DATO NON AUTORIZZATA,30,58,15610,395,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE SUPERIOR,"SANTA CROCE,395",15610,75360,270420999,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5096,12.3193588575606,45.4368990650677
2979,1005749,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1463,HOTEL DANIELI,PUBBLICAZIONE DATO NON AUTORIZZATA,210,412,3190,4196,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE SUPERIOR,"CASTELLO,4196",3190,37090,270420258,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3469,12.3421147140817,45.4338694853519
471,1005665,LHOTEL SRL,hotelnewmezzopozzo@gmail.com,10881,HOTEL MEZZO POZZO,PUBBLICAZIONE DATO NON AUTORIZZATA,9,20,2780,4529,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"CANNAREGIO,4529",2780,55570,270420672,0270425009,1,1,1,0412411496,1959,12.3368496800956,45.4408464377945
222,1004706,AL PONTE SRL,info@anticodoge.com,1083,ANTICO DOGE,PUBBLICAZIONE DATO NON AUTORIZZATA,7,18,2780,5643,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,5643",2780,52460,270420694,0270425009,1,1,1,0412411570,1554,12.3364730293256,45.4400051155866
4281,1004719,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1395,DIPENDENZA 1 AMERICAN DINESEN,PUBBLICAZIONE DATO NON AUTORIZZATA,4,11,7070,628,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"DORSODURO,628",7070,60720,270421122,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6704,12.3296353771786,45.4302504530983
2266,1004806,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1949,HOTEL GIORGIONE,PUBBLICAZIONE DATO NON AUTORIZZATA,76,136,2780,4587,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CANNAREGIO,4587",2780,55730,270420671,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5052,12.3366758587185,45.4410920939669
2552,1005825,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4053,HILTON MOLINO STUCKY,PUBBLICAZIONE DATO NON AUTORIZZATA,380,762,8750,810,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE,"GIUDECCA (VENEZIA),810",8750,65030,270421184,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6224,12.3202869679434,45.4282654436297
3875,1004853,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1097,HOTEL SERENISSIMA,PUBBLICAZIONE DATO NON AUTORIZZATA,38,60,16000,4486,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"SAN MARCO,4486",16000,42180,270420114,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5780,12.3357273027435,45.435317204992
1954,1004908,HOTEL TRE ARCHI SRL,info@hoteltrearchi.com,9598,HOTEL TRE ARCHI SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,34,63,2780,923,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,923",2780,51030,270420473,0270425009,1,1,1,0415244356,3091,12.319931120115,45.446336974918
4167,1004678,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,947,RESIDENZA D'EPOCA CA' FAVRETTO SAN CASSIANO,PUBBLICAZIONE DATO NON AUTORIZZATA,35,64,15610,2232,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"SANTA CROCE,2232",15610,77400,270420895,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6502,12.3322331509404,45.4405067402412
4736,1011169,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011681,PALACE BONVECCHIATI,PUBBLICAZIONE DATO NON AUTORIZZATA,70,169,16000,4680,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"SAN MARCO,4680",16000,41710,270420117,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9460,12.3363543550451,45.4356092672737
2521,1004726,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,238,PENSIONE ACCADEMIA,PUBBLICAZIONE DATO NON AUTORIZZATA,27,47,7070,1058,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE SUPERIOR,"DORSODURO,1058",7070,60600,270421085,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6193,12.3270722558329,45.4320968339713
