FID,INDIRIZZO,Name,ADDRESS
1255,"CASTELLO,3115",SWEET DRASI,CA3115
1256,"CASTELLO,1891",RESIDENZA GARIBALDI,CA1891
1257,"CANNAREGIO,1638",CA LILLY,CN1638
1258,"CANNAREGIO,380",CA' NORMA,CN380
1259,"CANNAREGIO,491/A",ABITAZIONE,CN491A
1260,"CANNAREGIO,4063",ERBE CANAL VIEW,CN4063
1261,"CANNAREGIO,3194/D",CA' CHIARETTA,CN3194D
1264,"CASTELLO,1460",ANNA,CA1460
1265,"CASTELLO,287",285 SALAMON,CA287
1267,"CASTELLO,252",ALTANA 252,CA252
1268,"CASTELLO,3539",BIENNALE 1,CA3539
1269,"CASTELLO,3539",BIENNALE2,CA3539
1270,"CANNAREGIO,5987",STUDENT'S HOUSE,CN5987
1272,"STRADA DEL FORTE MALAMOCCO,8",APPARTAMENTO,X_STRADA DEL FORTE MALAMOCCO8
1274,"VIA LUIGI VALLARESSO,4",VILLA ESTATE,X_VIA LUIGI VALLARESSO4
1276,"VIA SCUTARI,24",AZZURRO,X_VIA SCUTARI24
1277,"CANNAREGIO,4127",LILIA'S LOFT,CN4127
1278,"CANNAREGIO,5691",RIALTO LUXURY FLAT,CN5691
1279,"CASTELLO,113",LOCAZIONE TURISTICA CA NOSTRA,CA113
1281,"CASTELLO,3860",C MARGHERITE,CA3860
1282,"STRADA DELLA DROMA,37",KRITSKOVA ZHANNA,X_STRADA DELLA DROMA37
1285,"CASTELLO,1",FLORIAN CRISTIANO,CA1
1288,"VIA DALMAZIA,4/A",CA NART DI FEDERICA VISCUSO,X_VIA DALMAZIA4A
1293,"CASTELLO,230",VENICE JEWEL CANAL VIEW APARTMENT,CA230
1294,"FONDAMENTA LORENZO RADI,8",GIARDINO IN LAGUNA,X_FONDAMENTA LORENZO RADI8
1295,"CANNAREGIO,1764",CA' PIASENTIN 2,CN1764
1296,"CANNAREGIO,4118",APPARTAMENTI ZANONI 1,CN4118
1297,"CANNAREGIO,4118",ALBRIZZI,CN4118
1298,"CANNAREGIO,4118",SANT ANDREA 1,CN4118
1299,"VIA DE LE MOTTE,60",ISOLA IN VENEZIA,X_VIA DE LE MOTTE60
1300,"CASTELLO,3951",SOGNO SULL'ACQUA,CA3951
1303,"CANNAREGIO,96/F",PRIULI BIS,CN96F
1306,"CANNAREGIO,3028/F",SAN GIROLAMO,CN3028F
1307,"CANNAREGIO,5980",DELIZIOSO APPARTAMENTO A 5 MINUTI DAL PONTE DI RIALTO,CN5980
1308,"CASTELLO,3326",WELCOME LAGO/LAGO WELCOME C/O PAOLO ACINAPURA,CA3326
1309,"CANNAREGIO,2950/E",PORPORA HOME,CN2950E
1311,"CASTELLO,1654",IVY,CA1654
1312,"CASTELLO,3128",CA ARSENALE,CA3128
1313,"CASTELLO,2810",SANTA GIUSTINA APARTMENT 2810,CA2810
1315,"CANNAREGIO,5358",MARTINUZZI ELENA,CN5358
1316,"CASTELLO,3610",CASADA BRAGORA,CA3610
1317,"VIA BIAGIO ZULIAN,5",APPARTAMENTO,X_VIA BIAGIO ZULIAN5
1328,"CASTELLO,2050",CASTELLO 2050,CA2050
1334,"CALLE GENERALE ANTONIO CHINOTTO,11",APPARTAMENTO,X_CALLE GENERALE ANTONIO CHINOTTO11
1338,"FONDAMENTA DANIELE MANIN,1/B",FLOWER SUITE ATTIC 2,X_FONDAMENTA DANIELE MANIN1B
1339,"CANNAREGIO,3817/A",VENETIAN SUNSET - 3,CN3817A
1341,"CANNAREGIO,4852/A",CA' VENIER,CN4852A
1342,"CANNAREGIO,4852/A",CANNAREGIO 4852/A,CN4852A
1345,"CASTELLO,1759/A",CA DEI ARSENALOTI,CA1759A
1346,"CANNAREGIO,3790/A",CASA PRIULI 1,CN3790A
1347,"CANNAREGIO,5218",CANNAREGIO 5218,CN5218
1348,"CANNAREGIO,3445",ADDAI,CN3445
1349,"CANNAREGIO,3445",MORI 2,CN3445
1350,"CASTELLO,1874",CANAL VIEW CASTELLO,CA1874
1351,"CANNAREGIO,2977/E",ADA,CN2977E
1352,"CANNAREGIO,2977/E",MAISON DANS LA NOUVELLE COUR,CN2977E
1353,"CANNAREGIO,6020/A",APPARTAMENTO CANNAREGIO 6020/A,CN6020A
1354,"STRADA VECCHIA DEI BAGNI,22",GOLF 19,X_STRADA VECCHIA DEI BAGNI22
1355,"STRADA VECCHIA DEI BAGNI,22",GOLF 11,X_STRADA VECCHIA DEI BAGNI22
1356,"STRADA VECCHIA DEI BAGNI,22",GOLF 13,X_STRADA VECCHIA DEI BAGNI22
1358,"VIA DELLE VILLE,1/F",GOLF 5,X_VIA DELLE VILLE1F
1359,"CANNAREGIO,2840",GARDEN HOUSE,CN2840
1361,"CANNAREGIO,789",CANNAREGIO 789,CN789
1363,"CANNAREGIO,4956",VIVALDI,CN4956
1364,"CASTELLO,1589",CA' GARIBALDI,CA1589
1369,"CANNAREGIO,4084",CASA SEGALIN,CN4084
1371,"CASTELLO,4003/A",CAZAUX,CA4003A
1372,"CANNAREGIO,4098",EL TRAGHETTO CA' D'ORO,CN4098
1379,"CASTELLO,2516",CA' SORANZO,CA2516
1380,"CANNAREGIO,287",LOCAZIONE TURISTICA CANNAREGIO 287,CN287
1381,"CANNAREGIO,3173",APPARTAMENTO,CN3173
1383,"CANNAREGIO,5109",CA' DEI BOTERI 5109,CN5109
1384,"CANNAREGIO,1444",MARCO POLO,CN1444
1385,"CASTELLO,3889",CA' SILVIA,CA3889
1386,"CANNAREGIO,5045/F",CASA VIANELLO,CN5045F
1387,"CASTELLO,338/C",APPARTAMENTO BIANCO,CA338C
1391,"CASTELLO,1659",CORTE FORMENTA HOLIDAY HOME,CA1659
1397,"CANNAREGIO,2396",VAROTER,CN2396
1398,"CANNAREGIO,4956",CASA DEL LOVO,CN4956
1399,"CASTELLO,1654",IVY,CA1654
1400,"CANNAREGIO,4161",CA DO POZZI,CN4161
1401,"CANNAREGIO,6333",TOSCA,CN6333
1402,"CANNAREGIO,3596",LOCAZIONE TURISTICA,CN3596
1403,"CASTELLO,3077",TERRAZZA SUI TETTI,CA3077
1405,"CANNAREGIO,6010",APPARTAMENTO MIRACOLI,CN6010
1406,"CANNAREGIO,5506",ARAL STAR,CN5506
1407,"CANNAREGIO,2708",IL REGALO DI GIGI,CN2708
1408,"CANNAREGIO,5346",CA STELLA TRIS,CN5346
1409,"CANNAREGIO,5346",CA' STELLA,CN5346
1410,"CANNAREGIO,3345/C",CA DIVA,CN3345C
1411,"CANNAREGIO,3345/C",CA' RIOBA,CN3345C
1412,"CANNAREGIO,4906",CAMPO DEI GESUITI APARTAMENT,CN4906
1413,"CANNAREGIO,6267",CA PARADISO 2,CN6267
1414,"CANNAREGIO,6267",CA' PARADISO 1,CN6267
1415,"CANNAREGIO,122/I",RESIDENZA GIULIANA,CN122I
1416,"CANNAREGIO,122/I",LOFT LUISA,CN122I
1417,"CANNAREGIO,122/I",CA' LALLO,CN122I
1418,"CASTELLO,2523",BONZIO,CA2523
1419,"CANNAREGIO,413/A",CANNAREGIO 2,CN413A
1420,"CASTELLO,1892/A",CA FRIZIER,CA1892A
1421,"CANNAREGIO,5442",CA' NAVIGLIO,CN5442
1423,"CASTELLO,2201",CASA DEL BONSAI,CA2201
1424,"CANNAREGIO,3375",APPARTAMENTO VICINO CHIESA DELLA MADONNA DELL'ORTO,CN3375
1425,"CANNAREGIO,3741/A",CA' ROSETTA,CN3741A
1426,"CANNAREGIO,3741/A",CA' ROSETTA,CN3741A
1427,"CASTELLO,2428",SANDALO,CA2428
1428,"CASTELLO,2428",SAN MARTINO PICCOLO,CA2428
1429,"STRADA VECCHIA DEI BAGNI,22",GOLF 18,X_STRADA VECCHIA DEI BAGNI22
1438,"CANNAREGIO,4791",DIMORA SPEZIER 4791,CN4791
1439,"CANNAREGIO,5396",CANNAREGIO 5396 DEI BIRI,CN5396
1440,"CASTELLO,3645",CORTEBOLLANI,CA3645
1441,"CASTELLO,1972",CA' BIENNALE RESPIRARE LA VENEZIA AUTENTICA!,CA1972
1442,"CASTELLO,2906",LOCAZIONE TURISTICA CASTELLO 2906,CA2906
1443,"CASTELLO,3764",SAN GIORGIO VIEW APARTMENT,CA3764
1444,"CANNAREGIO,2759/A",VENETIAN GOLD,CN2759A
1445,"CANNAREGIO,1582",ROSSELLA,CN1582
1446,"CANNAREGIO,1582",SAN LEONARDO,CN1582
1447,"CANNAREGIO,4473",GREY'S HOUSE,CN4473
1448,"CASTELLO,1249",APPARTAMENTO IN LOCAZIONE,CA1249
1449,"CANNAREGIO,5398",NICOLUSSI MARCO,CN5398
1450,"CANNAREGIO,2132",MADDALENA PT,CN2132
1451,"CANNAREGIO,5461",APPARTAMENTO LAMON,CN5461
1452,"CANNAREGIO,5461",CALLE VARISCO CLEMENTI,CN5461
1453,"CANNAREGIO,4618",LOCAZIONE SANTI APOSTOLI,CN4618
1454,"CANNAREGIO,4618",CA' MERETTA CANNAREGIO 4618,CN4618
1455,"CANNAREGIO,2396",SPEZIER,CN2396
1456,"CANNAREGIO,2396",SAONER,CN2396
1457,"CANNAREGIO,2396",PALAZZO VENDRAMIN COSTA INT.7,CN2396
1458,"CANNAREGIO,2396",INFINITE HOUSE CA VENDRAMIN,CN2396
1459,"CANNAREGIO,2396",PALAZZO VENDRAMIN COSTA INT. 13,CN2396
1460,"CANNAREGIO,2396",PORTEGO DEL DRAPIER,CN2396
1462,"CANNAREGIO,1142",CANNAREGIO 1142,CN1142
1463,"CANNAREGIO,1142",GIARDINO DEI MELOGRANI 2,CN1142
1466,"CANNAREGIO,5259",APPARTAMENTO PARADISO CA' GIULIA,CN5259
1467,"CASTELLO,3673",LOCAZIONE CASTELLO,CA3673
1469,"CANNAREGIO,4033",CA' CAPPELLO VENICE APARTMENT 1,CN4033
1473,"CANNAREGIO,1373",CANNAREGIO N. 1373,CN1373
1475,"CANNAREGIO,1373",PALAZZO DELLA TORRE,CN1373
1476,"CANNAREGIO,1373",PALAZZO DELLA TORRE CANNAREGIO RODOLFO,CN1373
1477,"CANNAREGIO,3232",CA' BOGNOLO,CN3232
1481,"VIA FRANCESCO SANSOVINO,2",CASA LIDO,X_VIA FRANCESCO SANSOVINO2
1482,"LUNGOMARE GUGLIELMO MARCONI,91",SEATOWER TORRE TELEMETRICA,X_LUNGOMARE GUGLIELMO MARCONI91
1483,"CANNAREGIO,4774",REMER 2,CN4774
1484,"CANNAREGIO,4774",REMER 1,CN4774
1485,"CANNAREGIO,1376/A",ALLE MASCHERE,CN1376A
1486,"CASTELLO,1371",CÀ DEL BOCCOLO,CA1371
1487,"CASTELLO,2262",CA' LIZ,CA2262
1488,"CANNAREGIO,4373",CA DÌDRAGAN,CN4373
1489,"CASTELLO,2745",CELESTIA CASTELLO,CA2745
1490,"CASTELLO,2745",LOCAZIONE TURISTICA,CA2745
1491,"CASTELLO,2602",DO POZZI,CA2602
1492,"CANNAREGIO,2969",IMMOBILE SAN GIROLAMO,CN2969
1502,"CANNAREGIO,1978",CA'MILENA,CN1978
1503,"CANNAREGIO,1978",CASA PRIVATA,CN1978
1504,"CASTELLO,1853",CORDERIE,CA1853
1505,"CANNAREGIO,2146",FEELING,CN2146
1506,"CANNAREGIO,925",VENICE MY FRIENDS CANAL VIEW,CN925
1507,"CASTELLO,2752",MADDA,CA2752
1508,"CASTELLO,2752",CASA DELL'ARCO,CA2752
1509,"CANNAREGIO,6129",CANNAREGIO 6129,CN6129
1510,"CANNAREGIO,2853",VENICE THE EXPERIENCE,CN2853
1511,"CASTELLO,3735",PALAZZINA SCHIAVONI - P2-3,CA3735
1512,"CASTELLO,1005",CASA GARIBALDI,CA1005
1513,"CASTELLO,2958",SERENISSIMA CHARMING HOME,CA2958
1514,"CANNAREGIO,1577",LA LOGGIA GRAND CANAL,CN1577
1515,"CASTELLO,1632",APPARTAMENTO SALINI,CA1632
1516,"CANNAREGIO,6004/A",LITTLE TERRACE,CN6004A
1518,"CASTELLO,3960",CROSERA DUPLEX 3960,CA3960
1519,"CANNAREGIO,2980/A",AL REFOLO,CN2980A
1520,"CANNAREGIO,4566",CENTRO STORICO SANTI APOSTOLI,CN4566
1521,"CANNAREGIO,1280",APPARTAMENTO,CN1280
1523,"CASTELLO,3917",PRIMO PIANO SUITE VENICE,CA3917
1524,"CASTELLO,3917",CA GRITTI,CA3917
1526,"CASTELLO,3891",CASA DI GIOIO,CA3891
1527,"CANNAREGIO,4919/A",AVENEZIA 10,CN4919A
1528,"RIVA LONGA,26",MURANO SUITES - ACQUAMARE,X_RIVA LONGA26
1529,"RIVA LONGA,26",MURANO SUITES - AMETISTA,X_RIVA LONGA26
1530,"RIVA LONGA,26",MURANO SUITES - COBALTO,X_RIVA LONGA26
1531,"CASTELLO,1842",CAMPIELLO,CA1842
1532,"CASTELLO,2648",CA CHESTER,CA2648
1533,"CANNAREGIO,1848",LEVANTE HOUSE,CN1848
1534,"CANNAREGIO,2067",ANGOLO DI QUIETE,CN2067
1535,"CANNAREGIO,6424/A",CA' PETUNIA,CN6424A
1536,"CANNAREGIO,3109",MACOR,CN3109
1537,"CANNAREGIO,1091/B",GUGLIE,CN1091B
1538,"CASTELLO,1530",CA' RENATA,CA1530
1541,"CANNAREGIO,1402",CA CECILIA ZENO,CN1402
1542,"CANNAREGIO,1402",INT4,CN1402
1543,"CANNAREGIO,1402",INT 3,CN1402
1544,"CANNAREGIO,1061",VENICE,CN1061
1545,"CANNAREGIO,1061",ELISABETH,CN1061
1546,"CANNAREGIO,1061",UNIQUE,CN1061
1548,"CANNAREGIO,3856",APPARTAMENTO LA FORCOLA,CN3856
1549,"CANNAREGIO,2826",CORTE ZAPPA CLEMENTI,CN2826
1550,"CANNAREGIO,2758",VENICE ROOMS,CN2758
1551,"CANNAREGIO,5461",Z11896,CN5461
1552,"CASTELLO,2706",GIULIANA BATTISTELLA,CA2706
1553,"CASTELLO,2706",CA' DI CORTE DONA',CA2706
1554,"CASTELLO,2706",CASA CELSI,CA2706
1555,"CASTELLO,2706",CASTELLO 2706 PRIMO PIANO,CA2706
1556,"CANNAREGIO,5104",CA' FONDAMENTA NOVE,CN5104
1557,"CANNAREGIO,1894",PALAZZETTO CANOSSA,CN1894
1558,"CASTELLO,3390/A",C - CASTELLO 3390/A,CA3390A
1559,"CASTELLO,2927",VENEZIA 2927,CA2927
1560,"CANNAREGIO,986/C",NOVAGENO2,CN986C
1561,"CANNAREGIO,986/C",LUXURY MODERN APARTMEN,CN986C
1562,"CASTELLO,1974",CA GIGLI,CA1974
1563,"CANNAREGIO,2979/B",CADILLAC,CN2979B
1565,"CASTELLO,3932",CASTELLO 3932,CA3932
1566,"CANNAREGIO,2960/A",APP 2,CN2960A
1568,"CANNAREGIO,4959",LONGA APARTMENT,CN4959
1570,"CANNAREGIO,5463",SUITE CALLE VARISCO,CN5463
1571,"CANNAREGIO,2204",APPARTAMENTO ERNESTO,CN2204
1572,"CANNAREGIO,4388",VERONIKI REAL ESTATE S.R.L.,CN4388
1573,"CANNAREGIO,4388",VERONIKI  REAL ESTATE S.R.L.,CN4388
1574,"CANNAREGIO,5565/A",SUSANHOUSE,CN5565A
1575,"CASTELLO,3451",AI GRECI,CA3451
1576,"CANNAREGIO,2835",OS,CN2835
1577,"CANNAREGIO,1863/D",CORTELOREDANA2,CN1863D
1578,"CANNAREGIO,1863/D",CORTE LOREDANA 1,CN1863D
1579,"CANNAREGIO,1863/D",CORTELOREDANA6,CN1863D
1580,"CANNAREGIO,2908",GHETO NOVO,CN2908
1581,"CANNAREGIO,5349",CA' STELLA LAGOON APARTMENT,CN5349
1582,"CANNAREGIO,5578",CASA MORI,CN5578
1583,"CANNAREGIO,1732",SAN MARCUOLA,CN1732
1584,"CANNAREGIO,4990/C",HARRY'S GUEST HOUSE,CN4990C
1585,"CANNAREGIO,4083",A CÀ  DO POZZI,CN4083
1586,"CASTELLO,3579/A",CASTELLO 3579 CANALE,CA3579A
1587,"CANNAREGIO,518/A",CASA LAURA,CN518A
1588,"CASTELLO,2690",ARCO DE L'ANZOLO,CA2690
1589,"CANNAREGIO,1059",PALAZZINA CANAL,CN1059
1590,"CANNAREGIO,3439",PALAZZO MUTI,CN3439
1591,"CANNAREGIO,3439",MUTIGARDEN,CN3439
1593,"CANNAREGIO,6232",DOOR ON CANAL,CN6232
1594,"CANNAREGIO,5828",CASA MARCO POLO,CN5828
1595,"CASTELLO,1842",MANSARDA,CA1842
1596,"CANNAREGIO,5425",CANNAREGIO 5425,CN5425
1597,"CASTELLO,1287",CA'LOROSA,CA1287
1598,"CANNAREGIO,3357",MAISONGIUSY,CN3357
1599,"CANNAREGIO,4521",CANNAREGIO4521/1,CN4521
1600,"CANNAREGIO,4521",CANNAREGIO 4521/2,CN4521
1601,"CANNAREGIO,96/R",GIUSY HOUSE,CN96R
1602,"CANNAREGIO,96/R",CARLA HOUSE,CN96R
1603,"CANNAREGIO,96/R",DUPLEX,CN96R
1604,"CANNAREGIO,96/R",MAURY'S HOUSE VENICE,CN96R
1605,"CANNAREGIO,96/R",LAGOON APARTMENT,CN96R
1606,"CANNAREGIO,96/R",LAGOON III,CN96R
1607,"CANNAREGIO,5917",GIANNAPARTMENT,CN5917
1608,"VIA SCUTARI,19/A",CA' OLEANDRO,X_VIA SCUTARI19A
1609,"CANNAREGIO,3091",CASA DEL GONDOLIERE,CN3091
1610,"CANNAREGIO,1334",DOLCE FAR NIENTE,CN1334
1611,"CANNAREGIO,1334",CRISTINA T.,CN1334
1612,"CANNAREGIO,4855",ANIMA VENEZIANA,CN4855
1613,"CASTELLO,2705",BIENNALE FLAT,CA2705
1614,"CANNAREGIO,1864",COSTANTINI NICOLAI,CN1864
1616,"CANNAREGIO,1506/F",EL ASHKER,CN1506F
1617,"CASTELLO,3543",APPARTAMENTO 1,CA3543
1618,"CANNAREGIO,3034",RESIDENZA RICCARDO,CN3034
1619,"CANNAREGIO,500",SILVIA'S HOME,CN500
1620,"CANNAREGIO,2658",ORMESINI,CN2658
1628,"VIA ORSO PARTECIPAZIO,16",CA' ORSO MARINO,X_VIA ORSO PARTECIPAZIO16
1629,"VIA LEPANTO,39",PALESA CRISTINA,X_VIA LEPANTO39
1634,"FONDAMENTA DEI VETRAI,67",CASA VETRAI,X_FONDAMENTA DEI VETRAI67
1638,"CASTELLO,1552",CA DEI FIORI,CA1552
1639,"CASTELLO,1731/A",CA' CICI,CA1731A
1640,"CANNAREGIO,6103",PALAZZO PISANI NICOLAJ ATTICO,CN6103
1641,"CASTELLO,1275",SAN DOMENICO APARTMENT WITH GARDEN VIEW,CA1275
1642,"CASTELLO,1275",DESIGN DISTRICT,CA1275
1644,"CASTELLO,2060",CHIARA CANNATA,CA2060
1645,"CANNAREGIO,2788",VEVE CANNAREGIO,CN2788
1646,"CASTELLO,3843",BRAGORA CASTELLO PT,CA3843
1647,"CASTELLO,3843",BRAGORA CASTELLO 1,CA3843
1648,"CASTELLO,2246",APPARTAMENTO S.G.P,CA2246
1650,"CANNAREGIO,5927",TRE TERRAZZE NEL CUORE DI VENEZIA,CN5927
1651,"SAN POLO,2000",SAN POLO 2000,SP2000
1652,"DORSODURO,2893",CA' VITTI IT027042C25KJ7XEH8,DD2893
1653,"CASTELLO,5048",BELLA DECO',CA5048
1654,"CASTELLO,5048",GARDEN APARTMENT,CA5048
1657,"STRADA VECCHIA DEI BAGNI,8",LAGUNA GARDEN,X_STRADA VECCHIA DEI BAGNI8
1658,"STRADA VECCHIA DEI BAGNI,8",LAGUNA GARDEN,X_STRADA VECCHIA DEI BAGNI8
1664,"DORSODURO,3456",ANNA OFFELLI,DD3456
1670,"CALLE DOMENICO GISBERTI,5",MURANO GLASS RESIDENCE,X_CALLE DOMENICO GISBERTI5
1671,"VIA DARDANELLI,21/A",APPARTAMENTO VILLA LIBERTY,X_VIA DARDANELLI21A
1674,"CASTELLO,2549",RESIDENZA AL BASTION,CA2549
1675,"CANNAREGIO,6070",PANE E TULIPANI,CN6070
1676,"CANNAREGIO,5032/A",CA' CONSORTI AI GESUITI,CN5032A
1677,"CANNAREGIO,3526",MADONNA DELL'ORTO 3526,CN3526
1678,"CANNAREGIO,3526",CA' DELL'ORTO,CN3526
1679,"CANNAREGIO,5570",RIALTO SUITE,CN5570
1680,"CASTELLO,3060/B",VIOLA,CA3060B
1681,"CASTELLO,3060/B",TERNITA,CA3060B
1682,"CANNAREGIO,2881",CA LEONCINO,CN2881
1683,"CASTELLO,146",ERBE3,CA146
1684,"CASTELLO,2566",CASA GORNE,CA2566
1685,"CANNAREGIO,4274",C SARTOR,CN4274
1686,"CANNAREGIO,2177",EMO,CN2177
1688,"CANNAREGIO,1445/A",TAAC DI ALESSANDRO CONTARIN,CN1445A
1690,"VIA PAOLO ERIZZO,3",CASALELLA,X_VIA PAOLO ERIZZO3
1702,"SAN POLO,1940",PENTHOUSE,SP1940
1703,"SANTA CROCE,1892/C",CA'NOSTRA,SC1892C
1712,"CASTELLO,2684",APT. DO POZZI CASTELLO,CA2684
1713,"CANNAREGIO,3526",BLUESKY,CN3526
1714,"CANNAREGIO,2803",LA CORTE,CN2803
1715,"CASTELLO,2751",CELESTIADREAM,CA2751
1716,"CASTELLO,2751",CELESTIA PIANO 1,CA2751
1720,"CANNAREGIO,6397",MARILIANA ZUPEVC,CN6397
1721,"CALLE MONTE CENGIO,4",CHARLY'S SEGRET GARDEN APARTMENT HOUSE,X_CALLE MONTE CENGIO4
1728,"CASTELLO,1353",CASA MARINARESSA,CA1353
1729,"CASTELLO,3239",CA'DELL'ORSA,CA3239
1731,"SAN MARCO,3091",SANTO STEFANO CONTEMPORARY CHIC,SM3091
1732,"CASTELLO,689",BIENNALE HOUSE,CA689
1733,"SAN MARCO,3125/A",CA' VENEZIA,SM3125A
1734,"CANNAREGIO,528",COLOMBINA,CN528
1736,"SAN MARCO,1505/A",LOCATION 1,SM1505A
1737,"SAN MARCO,3930",CA' PULCE,SM3930
1738,"SAN MARCO,2591",SAN MARCO SWEET HOME,SM2591
1740,"SAN MARCO,5481",CALLE DE LA BISSA,SM5481
1741,"SAN POLO,685",RIALTO BRIDGE,SP685
1742,"CASTELLO,2795",IDEA HOUSE,CA2795
1743,"CASTELLO,2684",CA' DELL'OMBRA FELICE,CA2684
1744,"CASTELLO,2684",CARLO LOTTIERI,CA2684
1745,"CANNAREGIO,181",LISTA SPAGNA2,CN181
1747,"RIVIERA SAN NICOLO',4/A",BLUE APP - OASIS LAGOON ESTATE  DI MATIZ ROBERTO,X_RIVIERA SAN NICOLO'4A
1748,"RIVIERA SAN NICOLO',4/A",TOP APP -  OASIS LAGOON ESTATE  DI MATIZ ROBERTO,X_RIVIERA SAN NICOLO'4A
1749,"RIVA LONGA,12",CHEZ CARLA,X_RIVA LONGA12
1750,"CANNAREGIO,981/A",LA CHIAVE DI VOLTA,CN981A
1759,"CASTELLO,5923",CA' SANTA MARINA,CA5923
1760,"SAN POLO,2580",ZENO 2,SP2580
1762,"VIA MARCANTONIO BRAGADIN,28",MOSTRA DEL CINEMA - DELIZIOSA LOCATION AL LIDO,X_VIA MARCANTONIO BRAGADIN28
1764,"CANNAREGIO,4990/B",BOLD TERRACE,CN4990B
1765,"CASTELLO,1150",CA' MARCELLA,CA1150
1766,"CASTELLO,1776/A",GARIBALDI ARSENALOTTI,CA1776A
1767,"CASTELLO,1776/A",CRISTIANO ROSSO,CA1776A
1768,"CANNAREGIO,2079/A",PIANO TERRA MADDALENA,CN2079A
1770,"CANNAREGIO,5366/A",APPARTAMENTO WIDMANN,CN5366A
1771,"CANNAREGIO,1633",CUPIDO,CN1633
1772,"CANNAREGIO,4031",ROMANTIC HOUSE,CN4031
1774,"CANNAREGIO,4951",CANNAREGIO STUDIO,CN4951
1775,"CANNAREGIO,5060",LA CASA DI GIULIO,CN5060
1776,"CASTELLO,3361",CORTE COPPO,CA3361
1777,"CANNAREGIO,800/A",SAN GIOBBE 1.2,CN800A
1778,"CASTELLO,2836",CA' SAN LORENZO 2,CA2836
1779,"CANNAREGIO,3876",DA COSTA CANNAREGIO 3876 P. 3,CN3876
1780,"CASTELLO,2897/A",CARMEN,CA2897A
1781,"CASTELLO,2897/A",RIGOLETTO,CA2897A
1782,"CANNAREGIO,4037",CA'D'ORO PIANO 2,CN4037
1783,"CANNAREGIO,2123",APPARTAMENTO,CN2123
1784,"CASTELLO,1246/A",PETITE MAISON,CA1246A
1787,"VIA PIRANO,10/A",LINA FAVARO 2,X_VIA PIRANO10A
1791,"SANTA CROCE,1567",CA DELLE OCHE,SC1567
1792,"SAN POLO,1135",SANT'APONAL PRESTIGE,SP1135
1795,"SAN MARCO,3916",CALLE DEGLI AVVOCATI 1,SM3916
1796,"SAN MARCO,3916",CALLE DEGLI AVVOCATI 2,SM3916
1797,"SAN MARCO,3916",SANTANGELO,SM3916
1798,"CASTELLO,4133",CADELDOSESCHIAVONI,CA4133
1804,"CANNAREGIO,1768",APPARTAMENTO 1768,CN1768
1805,"CASTELLO,3217",UPPER LEVEL ATTIC,CA3217
1806,"CASTELLO,3217",APPARTAMENTO,CA3217
1807,"CANNAREGIO,3822/B",VENETIAN SUNSET - 2,CN3822B
1808,"CANNAREGIO,3822/B",VENETIAN SUNSET - 1,CN3822B
1809,"CANNAREGIO,3587",FORLIN SESTIERE CANNAREGIO 3587,CN3587
1810,"CANNAREGIO,3587",CANNAREGIO,CN3587
1811,"CANNAREGIO,647",CANNAREGIO 647 - ORANGE APARTMENT,CN647
1812,"CANNAREGIO,1067/A",COURTYARD DREAMS,CN1067A
1813,"CASTELLO,3060/B",VALENTE,CA3060B
1814,"CASTELLO,3060/B",ZANIOL,CA3060B
1815,"CASTELLO,3060/B",CANAL,CA3060B
1816,"DORSODURO,3513",APPARTAMENTO MARCO,DD3513
1817,"DORSODURO,3513",AI TOLENTINI HOME,DD3513
1819,"DORSODURO,1698",THE CORNER HOUSE,DD1698
1821,"SAN MARCO,3195",LA CASETTA,SM3195
1822,"CANNAREGIO,4040",CA' DELLE CAPRIATE,CN4040
1823,"CANNAREGIO,5344",CA' PIERETTO,CN5344
1824,"CANNAREGIO,4687",LIONS VENICE GUEST HOUSE,CN4687
1825,"SAN MARCO,4378",MANSARDINA SAN MARCO,SM4378
1826,"CASTELLO,314",SAN POLO APARTMENT,CA314
1827,"CASTELLO,3105",CA' DE L'OGIO,CA3105
1829,"CANNAREGIO,2125",ORANGE,CN2125
1832,"CALLE SAN GIUSEPPE,34",GLASS OF MURANO LUXURY APARTAMENT,X_CALLE SAN GIUSEPPE34
1835,"DORSODURO,995",NANI PISTOR,DD995
1836,"SANTA CROCE,1973",CANAL GRANDE SAN STAE APPARTAMENTO,SC1973
1837,"SANTA CROCE,1973",CA' BIANCA WITH SECRET COURTYARD,SC1973
1839,"CANNAREGIO,4880",GESUITI LOFT,CN4880
1841,"GIUDECCA (VENEZIA),80",DANUTI ANDREA,GD80
1842,"GIUDECCA (VENEZIA),80",ICONIC - BEST VIEW IN VENICE,GD80
1844,"CASTELLO,4879/A",CASANOVA APARTMENT,CA4879A
1845,"SAN MARCO,3085",CA LEONE,SM3085
1846,"SAN POLO,2140",FLAT B,SP2140
1853,"CALLE BRUSSA,23",CA' DEI FERRO,X_CALLE BRUSSA23
1854,"SANTA CROCE,1733",CA NALASSO,SC1733
1855,"CASTELLO,4249",DUCALE UNO,CA4249
1856,"CASTELLO,4249",DUCALE DUE,CA4249
1857,"CASTELLO,4249",RESIDENZA CA' ALGI,CA4249
1858,"GIUDECCA (VENEZIA),761",APPARTAMENTO,GD761
1859,"VIA ALDO MANUZIO,14",APPARTAMENTO,X_VIA ALDO MANUZIO14
1860,"CANNAREGIO,4496",MI E TI,CN4496
